,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
386,2019/2020,3737038,Sands Secondary,37,Delta,Public,10840 82 Ave,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15166039,-122.922406,Public,2016,Delta,Gr 12 enrolment: 141,2.2,16.9,0.0,67.5,9.5,97.1,9.7,6.4
387,2019/2020,3737038,Sands Secondary,37,Delta,Public,10840 82 Ave,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15166039,-122.922406,Public,2017,Delta,Gr 12 enrolment: 141,2.2,16.9,0.0,63.5,14.8,97.7,4.8,5.5
388,2019/2020,3737038,Sands Secondary,37,Delta,Public,10840 82 Ave,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15166039,-122.922406,Public,2018,Delta,Gr 12 enrolment: 141,2.2,16.9,0.0,67.2,12.7,99.3,11.4,5.1
389,2019/2020,3737038,Sands Secondary,37,Delta,Public,10840 82 Ave,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15166039,-122.922406,Public,2019,Delta,Gr 12 enrolment: 141,2.2,16.9,0.0,67.6,5.0,95.6,4.8,6.0
390,2019/2020,3737040,Seaquam Secondary,37,Delta,Public,11584 Lyon Rd,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12680593,-122.9022507,Public,2015,Delta,Gr 12 enrolment: 311,1.4,11.2,0.1,70.6,8.1,97.5,10.9,6.6
391,2019/2020,3737040,Seaquam Secondary,37,Delta,Public,11584 Lyon Rd,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12680593,-122.9022507,Public,2016,Delta,Gr 12 enrolment: 311,1.4,11.2,0.1,70.4,7.5,97.7,10.4,6.8
392,2019/2020,3737040,Seaquam Secondary,37,Delta,Public,11584 Lyon Rd,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12680593,-122.9022507,Public,2017,Delta,Gr 12 enrolment: 311,1.4,11.2,0.1,73.5,3.4,98.7,3.5,8.4
393,2019/2020,3737040,Seaquam Secondary,37,Delta,Public,11584 Lyon Rd,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12680593,-122.9022507,Public,2018,Delta,Gr 12 enrolment: 311,1.4,11.2,0.1,73.5,2.9,99.0,3.9,7.3
394,2019/2020,3737040,Seaquam Secondary,37,Delta,Public,11584 Lyon Rd,Delta,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.12680593,-122.9022507,Public,2019,Delta,Gr 12 enrolment: 311,1.4,11.2,0.1,69.9,7.9,98.0,7.2,6.3
395,2019/2020,3796694,Southpointe Academy,37,Delta,Independent,1900 56 St,Delta,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.03709554,-123.0680846,Independent,2015,Delta,Gr 12 enrolment: 38,0.0,2.3,0.0,79.0,0.4,100.0,1.7,8.8
396,2019/2020,3796694,Southpointe Academy,37,Delta,Independent,1900 56 St,Delta,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.03709554,-123.0680846,Independent,2016,Delta,Gr 12 enrolment: 38,0.0,2.3,0.0,82.1,0.0,100.0,1.8,9.7
397,2019/2020,3796694,Southpointe Academy,37,Delta,Independent,1900 56 St,Delta,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.03709554,-123.0680846,Independent,2017,Delta,Gr 12 enrolment: 38,0.0,2.3,0.0,71.3,6.1,97.8,0.7,7.1
398,2019/2020,3796694,Southpointe Academy,37,Delta,Independent,1900 56 St,Delta,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.03709554,-123.0680846,Independent,2018,Delta,Gr 12 enrolment: 38,0.0,2.3,0.0,75.0,3.2,100.0,0.0,7.5
399,2019/2020,3796694,Southpointe Academy,37,Delta,Independent,1900 56 St,Delta,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.03709554,-123.0680846,Independent,2019,Delta,Gr 12 enrolment: 38,0.0,2.3,0.0,78.0,0.0,100.0,0.0,9.1
400,2019/2020,3838024,R C Palmer Secondary,38,Richmond,Public,8160 St. Albans Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408002,-123.1294812,Public,2015,Richmond,Gr 12 enrolment: 139,15.6,8.9,0.0,72.9,8.4,96.2,20.3,6.3
401,2019/2020,3838024,R C Palmer Secondary,38,Richmond,Public,8160 St. Albans Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408002,-123.1294812,Public,2016,Richmond,Gr 12 enrolment: 139,15.6,8.9,0.0,72.6,7.0,96.4,12.5,7.0
402,2019/2020,3838024,R C Palmer Secondary,38,Richmond,Public,8160 St. Albans Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408002,-123.1294812,Public,2017,Richmond,Gr 12 enrolment: 139,15.6,8.9,0.0,69.6,7.4,98.9,16.5,7.2
403,2019/2020,3838024,R C Palmer Secondary,38,Richmond,Public,8160 St. Albans Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408002,-123.1294812,Public,2018,Richmond,Gr 12 enrolment: 139,15.6,8.9,0.0,72.4,4.9,96.2,13.7,7.2
404,2019/2020,3838024,R C Palmer Secondary,38,Richmond,Public,8160 St. Albans Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.15408002,-123.1294812,Public,2019,Richmond,Gr 12 enrolment: 139,15.6,8.9,0.0,74.6,1.0,94.3,17.1,7.5
405,2019/2020,3838031,Hugh Boyd Secondary,38,Richmond,Public,9200 No. 1 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1457787,-123.1785363,Public,2015,Richmond,Gr 12 enrolment: 157,10.2,17.1,0.0,69.0,10.9,93.3,21.4,5.5
406,2019/2020,3838031,Hugh Boyd Secondary,38,Richmond,Public,9200 No. 1 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1457787,-123.1785363,Public,2016,Richmond,Gr 12 enrolment: 157,10.2,17.1,0.0,69.1,10.1,91.5,22.9,5.7
407,2019/2020,3838031,Hugh Boyd Secondary,38,Richmond,Public,9200 No. 1 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1457787,-123.1785363,Public,2017,Richmond,Gr 12 enrolment: 157,10.2,17.1,0.0,65.1,16.8,91.4,24.0,4.7
408,2019/2020,3838031,Hugh Boyd Secondary,38,Richmond,Public,9200 No. 1 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1457787,-123.1785363,Public,2018,Richmond,Gr 12 enrolment: 157,10.2,17.1,0.0,67.7,6.7,91.2,23.9,4.7
409,2019/2020,3838031,Hugh Boyd Secondary,38,Richmond,Public,9200 No. 1 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1457787,-123.1785363,Public,2019,Richmond,Gr 12 enrolment: 157,10.2,17.1,0.0,67.2,12.7,94.3,16.5,4.1
410,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Public,2015,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,72.0,5.4,97.8,4.3,7.2
411,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Public,2016,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,72.6,6.2,98.8,6.7,7.5
412,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Public,2017,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,69.2,7.7,98.8,6.2,6.6
413,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Public,2018,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,72.3,4.8,97.6,7.4,6.7
414,2019/2020,3838033,Hugh McRoberts Secondary,38,Richmond,Public,8980 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.1401466,-123.126686,Public,2019,Richmond,Gr 12 enrolment: 190,7.3,6.2,40.7,73.3,2.4,98.9,7.6,8.1
415,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,Public,2015,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,74.9,7.0,92.1,18.5,6.9
416,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,Public,2016,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,75.1,7.1,97.5,11.8,7.5
417,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,Public,2017,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,70.6,11.4,96.7,14.3,6.3
418,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,Public,2018,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,72.6,7.5,94.8,15.7,6.6
419,2019/2020,3838042,J N Burnett Secondary,38,Richmond,Public,5011 Granville Ave,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16377222,-123.1691977,Public,2019,Richmond,Gr 12 enrolment: 227,12.6,7.0,0.0,68.5,8.7,97.8,7.9,5.3
420,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Public,2015,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,66.0,15.5,90.2,21.7,4.4
421,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Public,2016,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,65.0,16.3,88.0,21.2,4.6
422,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Public,2017,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,63.8,19.4,91.9,21.7,3.7
423,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Public,2018,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,65.7,15.2,92.0,13.2,4.4
424,2019/2020,3838044,Matthew McNair Secondary,38,Richmond,Public,9500 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14228188,-123.112997,Public,2019,Richmond,Gr 12 enrolment: 206,5.8,13.5,0.0,68.1,9.1,91.2,14.5,5.4
425,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Public,2015,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,74.5,5.7,97.8,10.8,7.6
426,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Public,2016,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,74.3,7.5,96.2,11.1,7.0
427,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Public,2017,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,68.9,11.5,96.0,11.7,6.2
428,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Public,2018,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,71.5,16.1,93.5,13.8,5.0
429,2019/2020,3838045,Steveston-London Secondary,38,Richmond,Public,6600 Williams Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.13905161,-123.1498663,Public,2019,Richmond,Gr 12 enrolment: 281,12.5,5.3,0.0,71.2,8.1,96.6,5.9,6.2
430,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Public,2015,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,65.5,15.0,89.1,22.0,4.2
431,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Public,2016,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,65.5,13.4,94.5,11.4,5.4
432,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Public,2017,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,66.1,9.9,94.8,15.9,6.1
433,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Public,2018,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,63.4,17.6,89.3,16.0,3.2
434,2019/2020,3838058,Cambie Secondary,38,Richmond,Public,4151 Jacombs Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.18340042,-123.0815928,Public,2019,Richmond,Gr 12 enrolment: 122,9.0,11.4,0.0,67.8,4.4,96.3,11.8,6.6
435,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Public,2015,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,73.6,3.8,96.3,9.9,7.7
436,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Public,2016,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,73.5,3.6,95.9,13.3,7.6
437,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Public,2017,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,71.9,7.3,96.7,7.4,6.7
438,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Public,2018,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,70.5,4.8,97.6,4.7,6.5
439,2019/2020,3838062,Robert Alexander McMath Secondary,38,Richmond,Public,4251 Garry St,Richmond,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.13072133,-123.1789291,Public,2019,Richmond,Gr 12 enrolment: 250,3.3,6.0,35.7,72.1,2.6,98.7,6.9,7.8
440,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,Public,2015,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,67.5,13.8,90.8,20.9,4.4
441,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,Public,2016,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,68.2,12.6,94.7,16.9,5.6
442,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,Public,2017,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,63.1,15.7,90.3,18.6,4.0
443,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,Public,2018,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,64.5,12.2,93.2,13.1,4.3
444,2019/2020,3838064,A.R. MacNeill Secondary,38,Richmond,Public,6611 No. 4 Rd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.16444933,-123.1159225,Public,2019,Richmond,Gr 12 enrolment: 163,12.2,10.6,0.0,66.1,11.0,91.0,16.0,4.3
445,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Public,2015,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,74.2,4.6,97.5,15.9,7.4
446,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Public,2016,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,75.0,5.5,97.2,15.0,7.3
447,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Public,2017,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,68.9,6.8,98.7,11.7,6.9
448,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Public,2018,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,71.9,8.1,98.3,16.2,5.8
449,2019/2020,3838065,Richmond Secondary,38,Richmond,Public,7171 Minoru Blvd,Richmond,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1613099,-123.1427179,Public,2019,Richmond,Gr 12 enrolment: 323,16.2,4.4,0.2,71.1,4.7,97.4,9.2,5.9
450,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Independent,2015,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.0,3.7,100.0,0.0,8.9
451,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Independent,2016,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.8,0.8,100.0,0.5,9.2
452,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Independent,2017,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.5,0.0,98.3,4.2,9.9
453,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Independent,2018,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,80.9,1.5,100.0,1.1,9.3
454,2019/2020,3896178,Richmond Christian School,38,Richmond,Independent,10200 No 5 Rd,Richmond,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.13731827,-123.0911554,Independent,2019,Richmond,Gr 12 enrolment: 80,0.0,6.3,0.0,82.2,0.0,98.7,2.1,9.9
455,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,Public,2015,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.5,11.7,97.3,16.2,6.0
456,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,Public,2016,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,68.5,9.0,85.9,24.7,5.4
457,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,Public,2017,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.1,5.6,91.8,25.1,6.1
458,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,Public,2018,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,68.6,10.0,96.4,21.9,5.7
459,2019/2020,3939001,King George Secondary,39,Vancouver,Public,1755 Barclay St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29015333,-123.1361088,Public,2019,Vancouver,Gr 12 enrolment: 80,6.0,11.5,0.0,67.1,9.6,93.9,22.7,4.7
460,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Public,2015,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,74.4,5.6,98.6,11.8,7.5
461,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Public,2016,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,73.7,5.0,96.1,13.9,7.3
462,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Public,2017,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,68.5,13.4,97.2,7.7,6.0
463,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Public,2018,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,69.1,9.8,98.4,5.0,5.6
464,2019/2020,3939003,Magee Secondary,39,Vancouver,Public,6360 Maple St,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22899467,-123.1514615,Public,2019,Vancouver,Gr 12 enrolment: 258,5.4,9.2,0.0,72.6,3.4,97.8,8.4,7.2
465,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Public,2015,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,61.1,23.8,92.3,16.5,3.6
466,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Public,2016,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,62.8,19.3,96.5,21.7,4.1
467,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Public,2017,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,62.5,18.9,85.1,35.2,2.4
468,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Public,2018,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,67.0,13.0,92.9,14.4,4.5
469,2019/2020,3939004,Britannia Community Secondary,39,Vancouver,Public,1001 Cotton Dr,Vancouver,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27528959,-123.0711863,Public,2019,Vancouver,Gr 12 enrolment: 164,1.6,29.1,0.2,66.4,13.2,96.7,26.8,4.5
