SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2019/2020,2323016,George Pringle Elementary,023,Central Okanagan,Public School,3770 Elliot Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.8272,-119.632
2019/2020,2323018,Glenmore Elementary,023,Central Okanagan,Public School,960 Glenmore Dr,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.8978314,-119.4549042
2019/2020,2323022,South Kelowna Elementary,023,Central Okanagan,Public School,4176 Spiers Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8349378,-119.4220089
2019/2020,2323029,Dr Knox Middle School,023,Central Okanagan,Public School,121 Drysdale Blvd,Kelowna                       ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.92288338,-119.4346516
2019/2020,2323030,Dorothea Walker Elementary,023,Central Okanagan,Public School,4346 Gordon Dr,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.8262626,-119.483765
2019/2020,2323031,A S Matheson Elementary,023,Central Okanagan,Public School,2090 Gordon Dr,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8760059,-119.4779193
2019/2020,2323032,North Glenmore Elementary,023,Central Okanagan,Public School,125 Snowsell St North,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.9285683,-119.43686
2019/2020,2323033,South Rutland Elementary,023,Central Okanagan,Public School,200 Mallach Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8874659,-119.3818469
2019/2020,2323034,Bankhead Elementary,023,Central Okanagan,Public School,1280 Wilson Ave,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8916212,-119.4716063
2019/2020,2323038,KLO Middle School,023,Central Okanagan,Public School,3130 Gordon Dr,Kelowna                       ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.8601915,-119.4766737
2019/2020,2323042,Peachland Elementary,023,Central Okanagan,Public School,5486 Clements Cres,Peachland                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.78650472,-119.7176836
2019/2020,2323043,Belgo Elementary School,023,Central Okanagan,Public School,125 Adventure Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.8823009,-119.3893171
2019/2020,2323044,Rutland Senior Secondary,023,Central Okanagan,Public School,705 Rutland Rd N,Kelowna                       ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8969396,-119.3837848
2019/2020,2323046,Casorso Elementary,023,Central Okanagan,Public School,3675 Casorso Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.852691,-119.4809706
2019/2020,2323047,Springvalley Middle School,023,Central Okanagan,Public School,350 Ziprick Rd,Kelowna                       ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.885162,-119.4185961
2019/2020,2323048,Pearson Road Elementary,023,Central Okanagan,Public School,700 Pearson Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8988556,-119.3994835
2019/2020,2323049,Glenrosa Elementary,023,Central Okanagan,Public School,3430 Webber Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.83974532,-119.6557289
2019/2020,2323050,Springvalley Elementary,023,Central Okanagan,Public School,470 Ziprick Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8838102,-119.4183439
2019/2020,2323051,Mount Boucherie Senior Secondary,023,Central Okanagan,Public School,2751 Cameron Rd,West Kelowna                  ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8582874,-119.5844001
2019/2020,2323052,Hudson Road Elementary,023,Central Okanagan,Public School,1221 Hudson Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8614,-119.565
2019/2020,2323056,Black Mountain Elementary,023,Central Okanagan,Public School,1650 Gallagher Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8672889,-119.3498792
2019/2020,2323058,Helen Gorman Elementary,023,Central Okanagan,Public School,3230 Salmon Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.84646212,-119.6722152
2019/2020,2323059,Okanagan Mission Secondary,023,Central Okanagan,Public School,4544 Gordon Dr,Kelowna                       ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8185945,-119.4851097
2019/2020,2323060,Quigley Elementary,023,Central Okanagan,Public School,705 Kitch Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.880364,-119.4001467
2019/2020,2323061,Peter Greer Elementary,023,Central Okanagan,Public School,10300 Sherman Dr,Winfield                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,50.03218385,-119.38999
2019/2020,2323065,Rose Valley Elementary,023,Central Okanagan,Public School,1680 Westlake Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.88741205,-119.5567033
2019/2020,2323066,Davidson Road Elementary,023,Central Okanagan,Public School,2115 Davidson Rd,Lake Country                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.0494104,-119.4278524
2019/2020,2323067,Shannon Lake Elementary,023,Central Okanagan,Public School,3044 Sandstone Dr,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8525977,-119.6138363
2019/2020,2323070,Anne McClymont Elementary,023,Central Okanagan,Public School,4489 Lakeshore Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8203795,-119.4901988
2019/2020,2323071,Glenrosa Middle School,023,Central Okanagan,Public School,2974 Glen Abbey Pl,West Kelowna                  ,Standard School                         ,MIDDLE SCHOOL,YES,YES,YES,NO,49.83405968,-119.6580084
2019/2020,2323072,Ellison Elementary,023,Central Okanagan,Public School,3735 Parkdale Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.9384469,-119.354602
2019/2020,2323073,Chief Tomat Elementary,023,Central Okanagan,Public School,3365 East Boundary Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.84192747,-119.587852
2019/2020,2323074,Watson Road Elementary,023,Central Okanagan,Public School,475 Yates Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.9122892,-119.4492417
2019/2020,2323075,Constable Neil Bruce Middle School,023,Central Okanagan,Public School,2010 Daimler Dr,West Kelowna                  ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.85769939,-119.5966759
2019/2020,2323076,Kelowna Secondary,023,Central Okanagan,Public School,1079 Raymer Ave,Kelowna                       ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.8640577,-119.4783557
2019/2020,2323077,Rutland Elementary,023,Central Okanagan,Public School,620 Webster Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8986412,-119.3755006
2019/2020,2323078,Chute Lake Elementary,023,Central Okanagan,Public School,5240 Lark St,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.7960002,-119.5102641
2019/2020,2323079,Mar Jok Elementary,023,Central Okanagan,Public School,2101 McDougall Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.87686722,-119.5711723
2019/2020,2323080,George Elliot Secondary,023,Central Okanagan,Public School,10241 Bottom Wood Lake Rd,Winfield                      ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.03038078,-119.400767
2019/2020,2323082,Central Secondary,023,Central Okanagan,Public School,1825 Richter St,Kelowna                       ,Standard School                         ,JUNIOR SECONDARY,NO,NO,NO,NO,49.88120693,-119.4878129
2019/2020,2323084,Canyon Falls Middle School,023,Central Okanagan,Public School,1211 Frost Rd,Kelowna                       ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.8043874,-119.4675803
2019/2020,2395064,Adolescent Psychiatric Program,023,Central Okanagan,Public School,1940 Underhill St,Kelowna                       ,Short Term PRP                          ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.87917389,-119.4363563
2019/2020,2396013,Immaculata Regional High School,023,Central Okanagan,Independent School,1493 K.L.O. Rd,Kelowna                       ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.86037865,-119.4656809
2019/2020,2396023,Okanagan Christian School,023,Central Okanagan,Independent School,1035 Hollywood Rd S,Kelowna                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.87688324,-119.3972238
2019/2020,2396081,St Joseph Elementary School,023,Central Okanagan,Independent School,839 Sutherland Ave,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.87957495,-119.4841589
2019/2020,2396281,Kelowna Christian School,023,Central Okanagan,Independent School,2870 Benvoulin Rd,Kelowna                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.86280361,-119.4572059
2019/2020,2396360,Lakeside School Kelowna,023,Central Okanagan,Independent School,429 Collett Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.81713281,-119.4987393
2019/2020,2396479,Heritage Christian School,023,Central Okanagan,Independent School,907 Badke Rd,Kelowna                       ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.89127537,-119.4047611
2019/2020,2396575,Okanagan Montessori Elementary School,023,Central Okanagan,Independent School,3439 East Kelowna Rd,Kelowna                       ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.86674,-119.40551
2019/2020,2396609,Our Lady of Lourdes,023,Central Okanagan,Independent School,2547 Hebert Rd,West Kelowna                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.82789242,-119.6332693
2019/2020,2396612,Willowstone Academy,023,Central Okanagan,Independent School,4091 Lakeshore Rd,Kelowna                       ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,49.83669,-119.48621
2019/2020,2396676,Studio 9 Independent School of the Arts,023,Central Okanagan,Independent School,1180 Houghton Rd,Kelowna                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.89264,-119.40984
2019/2020,2396689,Aberdeen Hall Preparatory School,023,Central Okanagan,Independent School,950 Academy Way,Kelowna                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.93530832,-119.4019641
2019/2020,2396719,KLEOS Open Learning (DL),023,Central Okanagan,Independent School,205-251 Lawrence Ave,Kelowna                       ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.88512,-119.49805
2019/2020,2396738,Heritage Christian Online School (DL),023,Central Okanagan,Independent School,905 Badke Rd,Kelowna                       ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.89062,-119.40459
2019/2020,2396825,Aberdeen Hall Senior,023,Central Okanagan,Independent School,890 Academy Way,Kelowna                       ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.9345587,-119.4026296
2019/2020,2396966,The Balsam School,023,Central Okanagan,Independent School,205-251 Lawrence Ave,Kelowna                       ,Standard School                         ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.8851255,-119.4980485
2019/2020,2397006,Sensisyusten House of Learning,023,Central Okanagan,Independent School,1920 Quail Lane,Westbank                      ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.840445,-119.596388
2019/2020,2399159,eSchoolBC,023,Central Okanagan,Public School,1825 Richter St,Kelowna                       ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.88120693,-119.4878129
2019/2020,2727000,GROW Continuing Education Centre,027,Cariboo-Chilcotin,Public School,320 Second Ave N,Williams Lake                 ,Continuing Education                    ,SECONDARY,NO,NO,NO,NO,52.13361425,-122.1456149
2019/2020,2727007,Forest Grove Elementary,027,Cariboo-Chilcotin,Public School,PO Box 99,Forest Grove                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,51.7693978,-121.0964547
2019/2020,2727008,Horsefly Elem-Jr Secondary,027,Cariboo-Chilcotin,Public School,PO Box 39,Horsefly                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.33435334,-121.4157591
2019/2020,2727011,Marie Sharpe Elementary,027,Cariboo-Chilcotin,Public School,260 Cameron St,Williams Lake                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.13365166,-122.1448055
2019/2020,2727012,100 Mile House Elementary,027,Cariboo-Chilcotin,Public School,PO Box 460,100 Mile House                ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,51.64717374,-121.2933565
2019/2020,2727014,Likely Elem-Jr Secondary,027,Cariboo-Chilcotin,Public School,PO Box 57,Likely                        ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.61631944,-121.5580004
2019/2020,2727020,Big Lake Elementary,027,Cariboo-Chilcotin,Public School,Box 70,Big Lake                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.37810547,-121.877613
2019/2020,2727027,150 Mile Elementary,027,Cariboo-Chilcotin,Public School,PO Box 259,150 Mile House                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.10731491,-121.9266996
2019/2020,2727030,Lac La Hache Elementary,027,Cariboo-Chilcotin,Public School,PO Box 128,Lac La Hache                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,51.8186098,-121.48234
2019/2020,2727041,Chilcotin Road Elementary,027,Cariboo-Chilcotin,Public School,709 Lyne Rd,Williams Lake                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.1147374,-122.1723169
2019/2020,2727045,Mountview Elementary,027,Cariboo-Chilcotin,Public School,1222 Dog Creek Rd,Williams Lake                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.0998637,-122.1234469
2019/2020,2727054,Anahim Lake Elem-Jr Secondary,027,Cariboo-Chilcotin,Public School,PO Box 3350 General Delivery,Anahim Lake                   ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,52.46063019,-125.3052662
2019/2020,2727056,Peter Skene Ogden Secondary,027,Cariboo-Chilcotin,Public School,PO Box 910,100 Mile House                ,Standard School                         ,SECONDARY,YES,YES,NO,NO,51.637295,-121.3017027
2019/2020,2727057,Cataline Elementary,027,Cariboo-Chilcotin,Public School,1175 Blair St,Williams Lake                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,52.15094428,-122.1509537
2019/2020,2727059,Naghtaneqed Elem-Jr Secondary,027,Cariboo-Chilcotin,Public School,PO Box 100,Nemaiah Valley                ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,51.46443205,-123.9484887
2019/2020,2727061,Horse Lake Elementary,027,Cariboo-Chilcotin,Public School,6548 Ryall Rd,Lone Butte                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,51.5750582,-121.1382954
